0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
 [ITEM] sounds interesting. Yes it is| Good morning. How are you? Are you looking for a movie to watch? Yes please| if good you? im* I'm doing good. What kind of movie are you looking for? I can make general suggestions if you like, too.| A Documentary would be great!| im a nerdy guy :D Okay. How about [ITEM] ? I saw that and enjoyed it. Don't watch it if you are scared of heights, though.| Thats the one with the guy walking on one?| i have seen that one, good movie tho! Yes, it is.| I liked [ITEM] also| its about controversial Secretary of Defense I like seeing the other side of issues, so I would actually like to see [ITEM]|||||||||||||||||||
 [ITEM] i like this recommendation| Good morning. How are you? Are you looking for a movie to watch? Yes please| if good you? im* I'm doing good. What kind of movie are you looking for? I can make general suggestions if you like, too.| A Documentary would be great!| im a nerdy guy :D Okay. How about [ITEM] ? I saw that and enjoyed it. Don't watch it if you are scared of heights, though.| Thats the one with the guy walking on one?| i have seen that one, good movie tho! Yes, it is.| I liked [ITEM] also| its about controversial Secretary of Defense I like seeing the other side of issues, so I would actually like to see [ITEM]| [ITEM] sounds interesting. Yes it is| There was that movie about the guy who played Big Bird...|||||||||||||||||
 You have a great day! Goodbye! Thanks thats another one i havent seen| Good morning. How are you? Are you looking for a movie to watch? Yes please| if good you? im* I'm doing good. What kind of movie are you looking for? I can make general suggestions if you like, too.| A Documentary would be great!| im a nerdy guy :D Okay. How about [ITEM] ? I saw that and enjoyed it. Don't watch it if you are scared of heights, though.| Thats the one with the guy walking on one?| i have seen that one, good movie tho! Yes, it is.| I liked [ITEM] also| its about controversial Secretary of Defense I like seeing the other side of issues, so I would actually like to see [ITEM]| [ITEM] sounds interesting. Yes it is| There was that movie about the guy who played Big Bird...| [ITEM] i like this recommendation| i will look into it thanks a lot! Bye! [ITEM] is good, too.|||||||||||||||
 Seen any good movies lately? [ITEM] was good. Very suspenseful. I wanted to see that actually!| hi Hi||||||||||||||||||||||||||
 And [ITEM] I met the guy who wrote the novel. two of my absolute favorites actually| hi Hi| Seen any good movies lately? [ITEM] was good. Very suspenseful. I wanted to see that actually!| I like crime thrillers loved [ITEM] It's on my list. [ITEM] was amazing.||||||||||||||||||||||||
 Not yet! I really need to get around to that| hi Hi| Seen any good movies lately? [ITEM] was good. Very suspenseful. I wanted to see that actually!| I like crime thrillers loved [ITEM] It's on my list. [ITEM] was amazing.| And [ITEM] I met the guy who wrote the novel. two of my absolute favorites actually| sean penn was INCREDIBLE Sean Penn was INCREDIBLE Yaaaaaas. Did you see him in [ITEM]||||||||||||||||||||||
 It was nice chatting with you. Have a good day you too!| hi Hi| Seen any good movies lately? [ITEM] was good. Very suspenseful. I wanted to see that actually!| I like crime thrillers loved [ITEM] It's on my list. [ITEM] was amazing.| And [ITEM] I met the guy who wrote the novel. two of my absolute favorites actually| sean penn was INCREDIBLE Sean Penn was INCREDIBLE Yaaaaaas. Did you see him in [ITEM]| Not yet! I really need to get around to that| [ITEM] rips my heart out every single time Mine too.||||||||||||||||||||
 I really liked [ITEM]| hey there Hey||||||||||||||||||||||||||
 Or maybe [ITEM] . Nicholas Cage is in that, so it's kind of campy sometimes. Loved both of those| hey there Hey| I really liked [ITEM]| any suggestions to similar things? [ITEM]||||||||||||||||||||||||
 Nicholas Cage was in [ITEM] too. But I wouldn't call it campy never saw green mile but i'll have to check it out| hey there Hey| I really liked [ITEM]| any suggestions to similar things? [ITEM]| Or maybe [ITEM] . Nicholas Cage is in that, so it's kind of campy sometimes. Loved both of those| never opposed to good ol camp! And [ITEM] makes me cry everytime||||||||||||||||||||||
 I'm in the mood to see a fantasy movie, something that my 11-year old can watch with me.| Hello! Hi||||||||||||||||||||||||||
 I have, but I don't believe he has seen it. That's a good one to put on my list.| Hello! Hi| I'm in the mood to see a fantasy movie, something that my 11-year old can watch with me.| Do you have any ideas? We've seen [ITEM] together and liked it. Have you seen [ITEM]||||||||||||||||||||||||
 It's been several years since I've seen [ITEM] .| Hello! Hi| I'm in the mood to see a fantasy movie, something that my 11-year old can watch with me.| Do you have any ideas? We've seen [ITEM] together and liked it. Have you seen [ITEM]| I have, but I don't believe he has seen it. That's a good one to put on my list.| Also [ITEM] is also great to see as well.||||||||||||||||||||||
 Oh, right! I've seen that listed on Netflix or someplace but never saw it.| Hello! Hi| I'm in the mood to see a fantasy movie, something that my 11-year old can watch with me.| Do you have any ideas? We've seen [ITEM] together and liked it. Have you seen [ITEM]| I have, but I don't believe he has seen it. That's a good one to put on my list.| Also [ITEM] is also great to see as well.| It's been several years since I've seen [ITEM] .| I loved [ITEM] . That's a good choice. Another movie he might like is [ITEM]||||||||||||||||||||
 I'll definitely look into that one. It came out the year my son was born, too.| Hello! Hi| I'm in the mood to see a fantasy movie, something that my 11-year old can watch with me.| Do you have any ideas? We've seen [ITEM] together and liked it. Have you seen [ITEM]| I have, but I don't believe he has seen it. That's a good one to put on my list.| Also [ITEM] is also great to see as well.| It's been several years since I've seen [ITEM] .| I loved [ITEM] . That's a good choice. Another movie he might like is [ITEM]| Oh, right! I've seen that listed on Netflix or someplace but never saw it.| Not as popular as the other ones, but still really good!||||||||||||||||||
 Goodbye!| Hello! Hi| I'm in the mood to see a fantasy movie, something that my 11-year old can watch with me.| Do you have any ideas? We've seen [ITEM] together and liked it. Have you seen [ITEM]| I have, but I don't believe he has seen it. That's a good one to put on my list.| Also [ITEM] is also great to see as well.| It's been several years since I've seen [ITEM] .| I loved [ITEM] . That's a good choice. Another movie he might like is [ITEM]| Oh, right! I've seen that listed on Netflix or someplace but never saw it.| Not as popular as the other ones, but still really good!| I'll definitely look into that one. It came out the year my son was born, too.| He might find that cool. Thank you for the suggestions! I appreciate you! I hope he likes those! You're welcome||||||||||||||||
 I'm good! I'm looking for an adventure film, something like [ITEM]| Hello! Hello! How are you today?||||||||||||||||||||||||||
 Cool! I'm all ears.| Hello! Hello! How are you today?| I'm good! I'm looking for an adventure film, something like [ITEM]| Do you have any ideas? That's a good one! have a few ideas.||||||||||||||||||||||||
 I haven't seen that one yet. Is it good?| Hello! Hello! How are you today?| I'm good! I'm looking for an adventure film, something like [ITEM]| Do you have any ideas? That's a good one! have a few ideas.| Cool! I'm all ears.| There's the newer movie in the series [ITEM] Have you seen that one yet?||||||||||||||||||||||
 I'll put that on my list. I also like adventure movies like [ITEM] .| Hello! Hello! How are you today?| I'm good! I'm looking for an adventure film, something like [ITEM]| Do you have any ideas? That's a good one! have a few ideas.| Cool! I'm all ears.| There's the newer movie in the series [ITEM] Have you seen that one yet?| I haven't seen that one yet. Is it good?| Wait, is that the one where they show him as a kid? I thought it was great!||||||||||||||||||||
 Oh, yes. We love [ITEM] and we are looking forward to the new one this summer!| Hello! Hello! How are you today?| I'm good! I'm looking for an adventure film, something like [ITEM]| Do you have any ideas? That's a good one! have a few ideas.| Cool! I'm all ears.| There's the newer movie in the series [ITEM] Have you seen that one yet?| I haven't seen that one yet. Is it good?| Wait, is that the one where they show him as a kid? I thought it was great!| I'll put that on my list. I also like adventure movies like [ITEM] .| I don't think he was a kid in that one. [ITEM] is an awesome movie! Have you seen [ITEM]||||||||||||||||||
 I'm definitely going to look for [ITEM] . Thank you for the suggestion! Now, it's bugging me to remember which one had a young Indiana Jones in the movie. Haha!| Hello! Hello! How are you today?| I'm good! I'm looking for an adventure film, something like [ITEM]| Do you have any ideas? That's a good one! have a few ideas.| Cool! I'm all ears.| There's the newer movie in the series [ITEM] Have you seen that one yet?| I haven't seen that one yet. Is it good?| Wait, is that the one where they show him as a kid? I thought it was great!| I'll put that on my list. I also like adventure movies like [ITEM] .| I don't think he was a kid in that one. [ITEM] is an awesome movie! Have you seen [ITEM]| Oh, yes. We love [ITEM] and we are looking forward to the new one this summer!| Another movie you might like is [ITEM] It was also directed by Steven Spielberg||||||||||||||||
 Very true!| Hello! Hello! How are you today?| I'm good! I'm looking for an adventure film, something like [ITEM]| Do you have any ideas? That's a good one! have a few ideas.| Cool! I'm all ears.| There's the newer movie in the series [ITEM] Have you seen that one yet?| I haven't seen that one yet. Is it good?| Wait, is that the one where they show him as a kid? I thought it was great!| I'll put that on my list. I also like adventure movies like [ITEM] .| I don't think he was a kid in that one. [ITEM] is an awesome movie! Have you seen [ITEM]| Oh, yes. We love [ITEM] and we are looking forward to the new one this summer!| Another movie you might like is [ITEM] It was also directed by Steven Spielberg| I'm definitely going to look for [ITEM] . Thank you for the suggestion! Now, it's bugging me to remember which one had a young Indiana Jones in the movie. Haha!| Yes, that is a great one, too. I remember seeing that one with my son. Thank you for the suggestions! You have a great day! You should rewatch all the [ITEM] movies before the new one!||||||||||||||
